word,count,language,type
cheap,26,JavaScript,negative
useless,50,C#,negative
failing,114,PHP,negative
vanity,26,Ruby,negative
invalid,64,C++,negative
guile,20,Shell,negative
drastically,29,Java,negative
crashing,11,C++,negative
complain,30,C,negative
grim/emi,16,C++,negative
scratch,63,Java,negative
incompatible,12,JavaScript,negative
screwed,12,Shell,negative
cheating,16,Java,negative
monster,47,C#,negative
alarm,29,C++,negative
deadlock,77,Java,negative
pointless,73,JavaScript,negative
sick,21,Ruby,negative
bitch,16,C,negative
danger,19,Ruby,negative
nitpicking,57,Python,negative
sin,111,Java,negative
hard,112,C,negative
common-src/glib-util.c,42,C,negative
unsupported,11,C++,negative
rogue,22,C++,negative
unexpected,12,Ruby,negative
fall,198,Python,negative
darker,17,Objective-C,negative
trap,12,C#,negative
fib,15,C++,negative
cheat,17,C,negative
trap,41,Java,negative
attack,26,C,negative
lose,98,JavaScript,negative
guile,43,C,negative
reject,66,Java,negative
failure,75,Ruby,negative
devil,41,Ruby,negative
unsafe,27,Java,negative
problems,71,C#,negative
trick,26,Ruby,negative
lost,25,Shell,negative
dirty,147,PHP,negative
tanks,18,C#,negative
falling,24,C++,negative
killed,149,Ruby,negative
slug,116,Python,negative
backward-incompatible,15,Python,negative
enable/disable,51,C++,negative
lost,49,C#,negative
unsure,22,C++,negative
lose,11,Shell,negative
problems,25,Shell,negative
fake,48,Shell,negative
snag,15,JavaScript,negative
badly,11,Python,negative
leer,27,Java,negative
stuck,50,Python,negative
overloaded,69,Java,negative
mock,51,C#,negative
rip,11,Objective-C,negative
difficulty,38,JavaScript,negative
stuck,147,Ruby,negative
crappy,44,Java,negative
undid,139,C,negative
death,37,C,negative
nasty,54,JavaScript,negative
evil,19,PHP,negative
kill,289,Shell,negative
limits,12,C,negative
drag-n-drop,20,JavaScript,negative
steal,13,PHP,negative
http://issues.liferay.com/browse/maven-39,14,Java,negative
errors,49,Objective-C,negative
subversion/libsvn_client/patch.c,16,C,negative
lame,13,C,negative
yawn,17,JavaScript,negative
crappy,46,Python,negative
terrible,33,Python,negative
messy,25,C++,negative
tentative,120,C,negative
glib,29,C++,negative
revoke,13,Java,negative
case-insensitive,24,JavaScript,negative
miscellaneous,116,C,negative
crappy,33,C,negative
unfinished,128,Ruby,negative
junk,40,C++,negative
incomplete,167,Python,negative
proprietary-files,28,C,negative
dumps,12,C++,negative
meaningless,35,JavaScript,negative
sloppy,15,C++,negative
explode,68,Java,negative
weird,159,PHP,negative
loot,30,C++,negative
overdue,20,Ruby,negative
glib,140,Ruby,negative
crap,31,Shell,negative
killing,98,Java,negative
console.error,17,JavaScript,negative
junk,52,PHP,negative
fist,23,C#,negative
chore(resque-reports,16,Ruby,negative
growl,17,Shell,negative
lose,43,Python,negative
cons,21,JavaScript,negative
fall,30,C#,negative
crash,179,Objective-C,negative
trouble,97,JavaScript,negative
stuck,41,C++,negative
irrelevant,20,Python,negative
silly,154,C++,negative
strange,43,Objective-C,negative
rip,133,Ruby,negative
drag,147,PHP,negative
pedantic,34,Python,negative
lazy,135,C,negative
hard,54,C#,negative
glitch,18,C++,negative
destroy,20,Objective-C,negative
fall,80,C,negative
discontinued,13,Python,negative
cry,17,Java,negative
obliterated,13,JavaScript,negative
skeletons,24,Python,negative
jolt,30,PHP,negative
rage,28,Ruby,negative
die,91,C#,negative
delay,266,Python,negative
rant,22,JavaScript,negative
confusing,19,Java,negative
degrade,31,JavaScript,negative
passive,16,C,negative
mad,28,C++,negative
aggressive,14,JavaScript,negative
testy,138,Java,negative
trick,19,C++,negative
bug-fix,80,C,negative
shameless,19,Shell,negative
darker,41,Ruby,negative
fatal,46,JavaScript,negative
picky,14,Java,negative
nuisance,13,Python,negative
mysterious,18,Ruby,negative
ghetto,14,C++,negative
radically,29,JavaScript,negative
fat,37,Python,negative
activerecord::base#destroy,12,Ruby,negative
stale,32,Ruby,negative
ugh,123,C++,negative
problems,95,C,negative
nitpicking,18,Java,negative
worst,18,C,negative
crude,17,C#,negative
pedantic,53,PHP,negative
tank,64,JavaScript,negative
shimmer,11,C,negative
static-linked-ext,15,Ruby,negative
wrong,165,Objective-C,negative
mistakenly,38,JavaScript,negative
refuse,17,Ruby,negative
incorrectly,26,Python,negative
falls,14,Java,negative
urgent,12,C++,negative
deluge,16,Shell,negative
discontinued,18,Ruby,negative
two-lame,22,Ruby,negative
delayed,35,PHP,negative
odd,19,C++,negative
ghetto,15,Objective-C,negative
sink,62,C++,negative
picky,53,Ruby,negative
overkill,14,Java,negative
regression,204,PHP,negative
chore(style,12,PHP,negative
bug-1208,13,PHP,negative
ti-st,12,C,negative
lack,24,JavaScript,negative
chore(dom,16,JavaScript,negative
miss,35,C,negative
brute,50,C++,negative
fail,51,Objective-C,negative
randomly,23,C,negative
tentative,21,Shell,negative
undone,18,Python,negative
fails,22,C,negative
unwanted,18,C#,negative
ugly,38,C#,negative
fist,110,Java,negative
thicker,41,JavaScript,negative
miss,12,C#,negative
backward,65,Java,negative
tout,30,C,negative
manipulate,17,Ruby,negative
fails,43,JavaScript,negative
failures,16,Java,negative
defect,14,Objective-C,negative
sink,15,JavaScript,negative
junk,52,C,negative
strike,16,Java,negative
trick,15,PHP,negative
destroy,116,Python,negative
redundant,24,Objective-C,negative
nasty,57,Ruby,negative
err,62,Python,negative
garbage,97,Java,negative
odd,55,Java,negative
cold,11,JavaScript,negative
vice,14,JavaScript,negative
mistakenly,13,C++,negative
complex,63,C,negative
knock,42,JavaScript,negative
downgrade,65,C++,negative
monster,44,C,negative
killed,105,Python,negative
accidental,29,C,negative
marginally,19,Python,negative
confusion,36,Java,negative
unknown,49,C#,negative
set-up,31,Python,negative
death,97,Java,negative
lost,73,C++,negative
sad,106,Java,negative
puppet,84,Python,negative
hacks,16,C#,negative
flicker,43,JavaScript,negative
banish,14,JavaScript,negative
messed,67,C#,negative
dumped,48,Python,negative
stress,61,JavaScript,negative
accidental,30,Ruby,negative
messy,48,Java,negative
explode,17,Python,negative
vibrate,44,JavaScript,negative
https://issues.jboss.org/browse/jbide-11546,18,Java,negative
lost,52,C,negative
fault,26,JavaScript,negative
sad,892,Python,negative
fatal,20,Ruby,negative
regression,170,Java,negative
complain,24,C++,negative
wrongly,11,Java,negative
growl,19,Python,negative
gross,24,JavaScript,negative
risk,52,JavaScript,negative
chaos,31,C++,negative
embarrassing,18,Ruby,negative
pig,21,JavaScript,negative
abort,147,Python,negative
blind,17,PHP,negative
friction,24,C++,negative
mess,46,Java,negative
enemies,126,JavaScript,negative
crash,87,C#,negative
nonsense,17,PHP,negative
problem,98,Objective-C,negative
primitive,85,C++,negative
creep,16,Python,negative
mistakes,42,JavaScript,negative
issue](#4,16,Python,negative
sick,12,PHP,negative
hate,49,Ruby,negative
garbage,68,C++,negative
glitch,52,C,negative
provoke,14,JavaScript,negative
loose,17,C++,negative
tanks,28,Java,negative
accept/reject,12,Python,negative
trick,38,Java,negative
cheat,48,Java,negative
fool,12,Ruby,negative
weak,38,C++,negative
crashing,18,Java,negative
stale,17,Python,negative
delayed,69,Java,negative
fall,30,Shell,negative
crazy,66,Python,negative
chore(deps,31,JavaScript,negative
manipulate,12,JavaScript,negative
angry,37,JavaScript,negative
crappy,47,Ruby,negative
unable,79,Java,negative
randomly,45,Ruby,negative
limits,47,Ruby,negative
decrement,17,C++,negative
undid,38,Shell,negative
restricted,100,PHP,negative
wip)bug,23,JavaScript,negative
naive,21,C#,negative
reject,13,Shell,negative
complex,35,PHP,negative
rigid,11,C++,negative
mad,34,PHP,negative
tentative,25,C#,negative
rude,17,JavaScript,negative
marginally,16,Shell,negative
backward,12,Objective-C,negative
crash,114,Python,negative
killed,52,C#,negative
idle,39,Java,negative
attack,47,C++,negative
damage,44,C++,negative
drones,14,C#,negative
pain,15,Ruby,negative
dumb,18,C#,negative
delayed,17,C#,negative
inactive,26,Java,negative
falling,29,C#,negative
primitive,146,Java,negative
terrible,23,Java,negative
slowed,21,C#,negative
sadly,15,Python,negative
vibration,20,C,negative
nitpicking,32,JavaScript,negative
pig,123,Java,negative
dump,20,Objective-C,negative
collapse,70,C++,negative
subversion,25,C,negative
doom,11,JavaScript,negative
fails,29,Ruby,negative
negative,44,PHP,negative
terrible,44,Ruby,negative
complex,55,C#,negative
insecure,24,C,negative
slave,36,Java,negative
blame,23,C,negative
improper,16,PHP,negative
page-breaking,19,Ruby,negative
st.c,33,Ruby,negative
lame,25,Java,negative
damn,142,Shell,negative
gossip,15,Ruby,negative
mistake,38,Shell,negative
set-up,23,Java,negative
sneak,14,Java,negative
debug=false,20,Python,negative
defect,66,Java,negative
unknown,15,Shell,negative
chore(nganimate,11,JavaScript,negative
bogus,25,C,negative
failure,36,Python,negative
weird,53,Objective-C,negative
sorry,43,Objective-C,negative
st,53,PHP,negative
incorrectly,38,JavaScript,negative
dumps,11,C#,negative
subversion/tests/cmdline/merge_tests.py,17,C,negative
flagging,27,PHP,negative
invalidate,116,Java,negative
dead,44,PHP,negative
stealing,13,Ruby,negative
testy,47,PHP,negative
nettle,17,Shell,negative
latency,12,Ruby,negative
hardened,28,PHP,negative
sin,46,C++,negative
dump,52,C#,negative
mocking,36,PHP,negative
unneeded,135,JavaScript,negative
lure,21,C++,negative
unimportant,15,PHP,negative
mistakes,17,Java,negative
accidental,81,JavaScript,negative
embarrassing,12,JavaScript,negative
garbage,12,Objective-C,negative
strange,130,Python,negative
slower,31,Java,negative
die,90,C++,negative
overloaded,27,C#,negative
hardened,15,Shell,negative
bogus,42,JavaScript,negative
rubbish,12,JavaScript,negative
sloppy,36,JavaScript,negative
punch,19,Java,negative
needless,11,Java,negative
ax,18,JavaScript,negative
ghetto,39,Ruby,negative
dumping,31,Java,negative
crash,167,C,negative
cons,12,C,negative
annoyance,12,Ruby,negative
horrible,60,JavaScript,negative
problem,54,Shell,negative
poor,13,PHP,negative
dying,13,Java,negative
overdue,14,PHP,negative
sorry,57,C#,negative
steal,36,C,negative
slowly,53,C#,negative
undefined,45,C++,negative
dim,32,C,negative
unneeded,91,PHP,negative
confused,16,Python,negative
fall,26,Objective-C,negative
poor,62,JavaScript,negative
irrelevant,34,Java,negative
delaying,26,JavaScript,negative
unsupported,20,Java,negative
unsupported,19,JavaScript,negative
faulty,22,JavaScript,negative
deny,14,C,negative
crazy,78,Ruby,negative
disallow,31,C#,negative
plague,24,Java,negative
invalidate,35,Objective-C,negative
strange,80,C,negative
restricted,127,Python,negative
spurious,30,Python,negative
mocked,11,C++,negative
decrement,20,Ruby,negative
awful,19,Python,negative
kill,80,Objective-C,negative
funky,30,JavaScript,negative
un-break,18,Python,negative
silly,66,C#,negative
damned,17,PHP,negative
leechcraft-unstable,21,Shell,negative
flare,50,C++,negative
mocks,18,Java,negative
death,68,C++,negative
darker,35,Java,negative
aggressive,55,C,negative
dim,59,JavaScript,negative
madness,24,JavaScript,negative
issue-#1,51,Java,negative
crap,81,Ruby,negative
conflicts,85,Objective-C,negative
problems,148,PHP,negative
https://issues.jboss.org/browse/jbide-11302,21,Java,negative
enemies,76,Python,negative
core/dungeon,43,C++,negative
st,29,Shell,negative
pig,44,Python,negative
issue-2,26,PHP,negative
true/false,17,Ruby,negative
emergency,101,PHP,negative
idiot,26,PHP,negative
revoke,33,PHP,negative
mirage,170,PHP,negative
dark,18,C,negative
audacious,64,C,negative
anti-spam,16,PHP,negative
evil,16,Python,negative
insignificant,29,Python,negative
junk,77,Python,negative
panic,62,C,negative
ding,23,JavaScript,negative
garbage,72,Python,negative
prohibit,30,JavaScript,negative
crashing,14,JavaScript,negative
breaks,27,PHP,negative
dungeon,36,Java,negative
harden,27,C,negative
dumping,77,PHP,negative
limits,56,Python,negative
risk,17,Ruby,negative
dim,16,Ruby,negative
tout,41,C++,negative
gst-plugins-bad,27,C,negative
cheap,19,Python,negative
qca-swiss-army-knife,21,C,negative
cheat,33,C++,negative
cons,24,Python,negative
drastic,16,PHP,negative
collapse/expand,29,JavaScript,negative
rough,66,C#,negative
prohibit,35,Java,negative
aggressive,21,Java,negative
curse,14,Java,negative
un-ignore,13,Java,negative
blur,36,Java,negative
flagging,15,JavaScript,negative
deny,14,Shell,negative
dragging,26,C#,negative
expand/collapse,26,JavaScript,negative
swagger,52,JavaScript,negative
smash,16,Ruby,negative
rejected,43,C++,negative
boring,26,C++,negative
beg,25,C++,negative
worthless,22,JavaScript,negative
garbage,25,C#,negative
shit,89,Objective-C,negative
evil,25,C,negative
fallout,12,Shell,negative
panic,20,JavaScript,negative
fuzzy,38,Python,negative
dead,85,C#,negative
bug-fix,29,C#,negative
wicked,15,JavaScript,negative
killed,106,C++,negative
waste,14,Ruby,negative
idle,28,Python,negative
crashing,13,C,negative
brute,91,Python,negative
unnecessary,43,Objective-C,negative
nasty,66,Python,negative
delayed,40,C++,negative
calcs/hazard/classical/core,14,Python,negative
wrongly,13,JavaScript,negative
crude,16,Objective-C,negative
burn,19,C,negative
slap,15,Java,negative
annoying,34,PHP,negative
wrongly,14,Ruby,negative
poky.conf,18,C,negative
git-ignore,36,Java,negative
buggy,20,Shell,negative
chatter,40,JavaScript,negative
tired,26,C++,negative
messed,97,C++,negative
crap,88,Python,negative
unresolved,11,Ruby,negative
cheap,31,Ruby,negative
drastic,42,Shell,negative
mocked,68,Ruby,negative
die,25,Objective-C,negative
steal,45,JavaScript,negative
unstable,51,Ruby,negative
bug-fixes,13,Java,negative
unfinished,36,C#,negative
reluctantly,15,JavaScript,negative
forbidden,20,Python,negative
difficulty,45,Java,negative
audacious,33,Shell,negative
slime,17,Java,negative
lazy,44,Shell,negative
unsure,39,Java,negative
stuck,59,C,negative
failed,70,C#,negative
bug-fix:minor,47,C++,negative
tout,92,Java,negative
rejecting,16,Java,negative
slowed,26,Python,negative
damage,17,Ruby,negative
marginally,16,C++,negative
annoying,54,Ruby,negative
complain,54,Python,negative
miss,23,Shell,negative
testy,28,Python,negative
sever,18,Java,negative
lag,12,C,negative
mn,40,Python,negative
d??bug,11,JavaScript,negative
issues,57,Objective-C,negative
hard-coded,11,C,negative
bug-fixes,14,C,negative
fiasco.oc,31,C,negative
crash,12,Shell,negative
rs-mock,22,Java,negative
erroneous,24,Python,negative
knife,85,Ruby,negative
froze,15,JavaScript,negative
noisy,14,Ruby,negative
whiny,12,Ruby,negative
chore(pkg,20,JavaScript,negative
hate,24,Java,negative
brutal,12,Ruby,negative
splitting,83,Shell,negative
sneaky,29,JavaScript,negative
alarm/raspberrypi-firmware,82,Shell,negative
gst-plugins-ugly,17,Ruby,negative
unsuccessful,14,C,negative
rdar://problem/11457143,18,C++,negative
bumps,27,Shell,negative
class-dump,39,Ruby,negative
hard-code,17,Java,negative
belated,16,Ruby,negative
emergency,29,C,negative
zap,69,C++,negative
incompatible,35,Ruby,negative
naive,121,C++,negative
conflicting,12,C++,negative
grumble,13,Ruby,negative
annoying,28,C++,negative
primitive,39,C,negative
blame,18,PHP,negative
sadly,19,JavaScript,negative
smack,11,Java,negative
bust,30,Ruby,negative
chore(npm,104,JavaScript,negative
unnecessary,37,Shell,negative
overloaded,18,JavaScript,negative
swagger,26,Java,negative
dust,84,JavaScript,negative
stress,32,C,negative
mocked,14,C#,negative
vanity,45,PHP,negative
chore(dependencies,28,JavaScript,negative
break,86,Objective-C,negative
set-up,35,JavaScript,negative
unresolved,25,Java,negative
bias,26,C,negative
tentatively,29,Python,negative
stupidly,18,Ruby,negative
negative,70,Python,negative
sin,25,Objective-C,negative
disallow,193,Java,negative
unimportant,27,C++,negative
abolish,22,Python,negative
confusion,27,JavaScript,negative
tentatively,46,Java,negative
messy,58,PHP,negative
steal,13,C++,negative
fuzzy,42,Java,negative
exploit,20,Python,negative
needless,17,C,negative
funny,21,PHP,negative
disregard,22,C++,negative
lost,32,Objective-C,negative
unfortunately,38,Python,negative
unsure,21,PHP,negative
slowed,51,C,negative
err,54,C,negative
faulty,12,PHP,negative
defect,33,PHP,negative
knife,16,Shell,negative
mocked,68,Python,negative
superficial,21,Python,negative
blk-throttle,16,C,negative
trick,11,Shell,negative
dirty,37,Objective-C,negative
junk,25,Shell,negative
accidental,15,Shell,negative
untested,90,Ruby,negative
disregard,21,Python,negative
bias,15,Python,negative
fist,37,C,negative
rip,22,Shell,negative
discontinued,11,JavaScript,negative
screwed,17,C#,negative
slowed,38,Java,negative
darkened,22,Ruby,negative
slug,250,PHP,negative
primitive,19,Objective-C,negative
confusing,11,Python,negative
warning,83,Shell,negative
failing,44,C++,negative
st,87,Java,negative
shame,29,JavaScript,negative
lag,32,Java,negative
crappy,29,C++,negative
idle,19,Ruby,negative
disregard,17,Ruby,negative
prohibit,11,C,negative
pedantic,50,C++,negative
meaningless,35,Python,negative
desert,23,JavaScript,negative
defensive,30,PHP,negative
freaking,11,PHP,negative
messing,77,Shell,negative
sick,11,Shell,negative
desperate,11,Java,negative
forbid,37,C,negative
blur,18,Python,negative
unwanted,32,Python,negative
risk,19,Java,negative
knife,17,Java,negative
decay,21,C++,negative
grumble,14,JavaScript,negative
tentatively,17,C++,negative
smoke,33,Ruby,negative
bug/minor,37,C,negative
poor,15,C#,negative
wince,45,C,negative
chore(ngdoc,22,JavaScript,negative
crack,13,C,negative
marginally,22,C,negative
st??dat,18,Java,negative
slowed,19,C++,negative
pan,17,C,negative
struggle,16,JavaScript,negative
mistakes,51,Ruby,negative
sucks,12,Python,negative
weak,22,JavaScript,negative
diabook-dark,21,PHP,negative
proprietary,68,Shell,negative
drag&drop,21,PHP,negative
pointless,36,Ruby,negative
hung,66,Objective-C,negative
darken,45,Ruby,negative
hard-coding,21,Python,negative
trash,96,Python,negative
twisted,22,C,negative
idiot,26,Python,negative
crash-handler,21,Shell,negative
evil,19,Shell,negative
stab,28,Ruby,negative
bogus,11,C++,negative
chore(app,12,JavaScript,negative
urgent,26,Java,negative
bs,38,Ruby,negative
slow,55,PHP,negative
inconsequential,14,JavaScript,negative
fall,98,PHP,negative
greedy,17,JavaScript,negative
mad,32,Java,negative
chore(config,11,JavaScript,negative
expire,60,Python,negative
rubbish,11,C++,negative
fist,56,Python,negative
fault,33,Java,negative
superficial,16,Java,negative
unsecure,33,Shell,negative
fails,15,C++,negative
scratch,12,Objective-C,negative
overdue,35,Java,negative
desperate,32,Python,negative
error.c,31,Ruby,negative
dumps,16,PHP,negative
cave,14,Python,negative
losing,39,JavaScript,negative
rejecting,13,C++,negative
expired,11,Python,negative
losing,14,Ruby,negative
messed,29,Objective-C,negative
squash,29,C#,negative
cheap,12,Shell,negative
prohibit,14,C++,negative
sticky,40,Java,negative
obsessive,17,Ruby,negative
emergency,24,C#,negative
core/threat,11,C++,negative
glut,50,C++,negative
https://issues.jboss.org/browse/as7-4804,39,Java,negative
stun,28,Java,negative
vagrant,37,C++,negative
odd,29,PHP,negative
pinch,48,JavaScript,negative
swipe,22,C#,negative
glib,58,C#,negative
beware,20,JavaScript,negative
dungeon,24,C#,negative
ripped,11,C#,negative
revenge,22,JavaScript,negative
danger,14,Java,negative
emergency,15,Shell,negative
extraneous,50,JavaScript,negative
rot,11,JavaScript,negative
bomb,25,C#,negative
damned,19,Python,negative
https://issues.apache.org/jira/browse/tomee-1036,25,Java,negative
crazy,59,C++,negative
dumped,47,Ruby,negative
packer????????????vagrant???box,14,Ruby,negative
boring,18,Python,negative
neglected,15,Java,negative
unsure,25,Python,negative
restriction,22,JavaScript,negative
unwanted,42,PHP,negative
bug/enh,18,Python,negative
concerns,14,Ruby,negative
incorrectly,20,PHP,negative
conflicting,21,Python,negative
bloody,11,C#,negative
bullshit,33,JavaScript,negative
marginal,16,JavaScript,negative
chore(demosite,31,JavaScript,negative
suck,16,Ruby,negative
darkness,12,C,negative
squash,15,Objective-C,negative
blur,36,C,negative
kills,30,C,negative
fails,23,Java,negative
lazy,48,C#,negative
tired,19,PHP,negative
warp,18,C#,negative
obsolete,40,Shell,negative
buildenv/win32-static,33,Shell,negative
db/errors,17,C++,negative
chore(demo,28,JavaScript,negative
anger,14,JavaScript,negative
confusion,31,Python,negative
passe,13,C,negative
simplistic,32,JavaScript,negative
monster,121,JavaScript,negative
mocking,42,Java,negative
trap,24,C++,negative
ignorance,12,Java,negative
misunderstood,13,JavaScript,negative
rejected,39,Python,negative
dangerous,11,Python,negative
unsuccessful,20,Ruby,negative
lame,14,PHP,negative
pan,32,Java,negative
chore(karma,14,JavaScript,negative
dragging,15,Objective-C,negative
garbage,60,Ruby,negative
passive,18,C++,negative
burn,19,Java,negative
forbid,56,C++,negative
freaking,38,Ruby,negative
damage,20,Python,negative
shame,11,PHP,negative
dumped,33,Shell,negative
enable/disable,96,Java,negative
deadlock,25,C++,negative
slowly,56,PHP,negative
absentee,11,Ruby,negative
nasty,51,C,negative
bloody,27,PHP,negative
problems-show,19,Ruby,negative
insignificant,11,C++,negative
strike,38,Ruby,negative
picky,12,JavaScript,negative
devil,18,JavaScript,negative
garbage,59,C,negative
death,11,Objective-C,negative
improper,23,Python,negative
hum,23,Java,negative
hard-code,35,JavaScript,negative
zapped,11,PHP,negative
dense,12,C++,negative
sneaky,21,Python,negative
wild,12,Python,negative
incorrectly,40,Ruby,negative
noise,78,C++,negative
dupe,24,Java,negative
terrible,23,C,negative
crack,15,Python,negative
nonsense,27,Python,negative
difficulty,35,C++,negative
leaks,25,Objective-C,negative
unsafe,11,JavaScript,negative
dragging,11,Ruby,negative
deadlock,22,Python,negative
radical,18,Ruby,negative
elimination,27,Python,negative
overloaded,19,C,negative
worst,32,JavaScript,negative
unfortunately,34,JavaScript,negative
darken,11,C++,negative
dumps,11,Ruby,negative
vibration,71,Java,negative
killed,23,Objective-C,negative
crap,64,PHP,negative
nonsense,15,Ruby,negative
loose,73,Ruby,negative
enable/disable,44,Python,negative
insignificant,34,PHP,negative
screwed,12,Objective-C,negative
chore(changelog,24,JavaScript,negative
crush,29,PHP,negative
restricted,32,C++,negative
loot,36,C#,negative
win/lose,14,JavaScript,negative
like/dislike,11,JavaScript,negative
penalty,23,C#,negative
overloaded,13,PHP,negative
throttle,14,PHP,negative
abyss,46,Ruby,negative
tangle,11,JavaScript,negative
struggling,11,Objective-C,negative
mad,32,Python,negative
decrement,37,C,negative
erroneous,11,C++,negative
struggling,58,Python,negative
trick,17,C,negative
aggressive,11,Python,negative
nitpicking,22,Ruby,negative
nof-nemesis,11,C,negative
harden,26,C++,negative
suicide-style,12,C,negative
stealing,23,JavaScript,negative
hardened,31,C++,negative
mistakenly,14,PHP,negative
nitpicking,18,C,negative
funny,33,Python,negative
chore(minerr,11,JavaScript,negative
cheap,19,Java,negative
abort,106,C++,negative
deprecate,57,Objective-C,negative
gross,23,Ruby,negative
exploit,11,C,negative
evil,43,JavaScript,negative
st??dat,15,JavaScript,negative
superficial,12,C++,negative
invisible,28,PHP,negative
bs,13,Shell,negative
bogus,11,Objective-C,negative
breaks,23,Java,negative
darkness,13,Java,negative
meaningless,32,Java,negative
bust,14,PHP,negative
banish,22,Ruby,negative
denied,12,Ruby,negative
lame,80,Ruby,negative
conflicting,21,Java,negative
breakdown,17,JavaScript,negative
extraneous,14,Java,negative
fib,15,C,negative
expired,14,JavaScript,negative
sticky,53,Python,negative
superfluous,22,Python,negative
scrap,45,Ruby,negative
radical,18,Python,negative
ripped,20,PHP,negative
awful,27,JavaScript,negative
fake,37,Objective-C,negative
harden,42,Java,negative
disregard,28,JavaScript,negative
miss,56,Python,negative
fugitive,23,Shell,negative
oph??lie,14,PHP,negative
mysterious,25,JavaScript,negative
horde,19,PHP,negative
breaking,26,Objective-C,negative
core/loot,53,C++,negative
boring,20,Java,negative
shameless,20,Python,negative
static.js,11,JavaScript,negative
mess,25,Shell,negative
nasty,14,C#,negative
inhibit,16,C,negative
poorly,16,JavaScript,negative
severe,13,JavaScript,negative
redundancy,14,Ruby,negative
shame,14,Ruby,negative
hard-coded,17,C++,negative
steal,21,Shell,negative
hazard/writers,11,Python,negative
guile,18,C++,negative
refuse,40,JavaScript,negative
limits,36,Java,negative
invalid,47,C#,negative
gutter,21,JavaScript,negative
unfortunately,28,C,negative
erroneous,18,JavaScript,negative
rupture,13,JavaScript,negative
unsuccessful,24,Java,negative
stole,41,JavaScript,negative
breaks,73,Ruby,negative
set-up,17,PHP,negative
issue-#2,12,Java,negative
boring,47,JavaScript,negative
proprietary,14,C++,negative
vain,12,PHP,negative
calcs/hazard/general,14,Python,negative
enable/disable,38,PHP,negative
expire,17,Java,negative
confess,34,JavaScript,negative
wild,39,JavaScript,negative
restriction,25,PHP,negative
spade,13,C,negative
drag,17,Shell,negative
nitpick,19,Shell,negative
wild,13,C,negative
inevitable,11,Python,negative
subversion,12,Java,negative
sick,27,JavaScript,negative
stress,12,C#,negative
hum,20,Ruby,negative
interrupt,62,Java,negative
mistaken,13,JavaScript,negative
falling,22,C,negative
itch,94,Java,negative
barley-break,24,JavaScript,negative
tokyo-tyrant,42,Ruby,negative
waste,11,Python,negative
skeletons,12,C++,negative
cloudy,32,JavaScript,negative
flickering,17,JavaScript,negative
puppet,28,PHP,negative
crashes,28,Java,negative
calcs/hazard/classical/post_processing,13,Python,negative
exploit,22,C++,negative
undefined,28,Python,negative
complain,12,JavaScript,negative
faulty,15,Java,negative
delayed,17,C,negative
dumped,14,C#,negative
stuck,14,Objective-C,negative
d??bug,60,C++,negative
hang,17,JavaScript,negative
manipulation,18,JavaScript,negative
annoying,37,Python,negative
interrupt,24,C++,negative
mess,11,C#,negative
tank,29,C++,negative
hooligan,18,Ruby,negative
mangled,13,Python,negative
retreat,13,JavaScript,negative
template/arcane.letter,34,JavaScript,negative
lis??sin,41,Ruby,negative
extraneous,16,Ruby,negative
slow,25,Objective-C,negative
stuck,22,PHP,negative
breaks,19,Shell,negative
bumps,28,C,negative
blame,11,Ruby,negative
regression,14,Objective-C,negative
delaying,18,Python,negative
messy,41,Python,negative
corrupt,13,Java,negative
negate,13,Java,negative
untested,61,C#,negative
cheating,20,Ruby,negative
mocked,42,Java,negative
killing,44,C,negative
issue-#14,12,Java,negative
redundancy,18,Python,negative
bias,16,C++,negative
trick,30,Python,negative
neglected,16,Ruby,negative
unwanted,18,C++,negative
enemies,18,Objective-C,negative
slave,45,Python,negative
flickering,11,C++,negative
break-out,12,Python,negative
drastic,31,Java,negative
curse,19,JavaScript,negative
bumps,34,Objective-C,negative
beggar,18,Java,negative
crazy,19,Objective-C,negative
drag/drop,20,Objective-C,negative
lose,22,C,negative
untouched,13,JavaScript,negative
skeletons,25,JavaScript,negative
smoke.py,12,C++,negative
hum,40,JavaScript,negative
bust,16,Python,negative
breaks,29,Python,negative
erroneous,19,Java,negative
un-break,23,JavaScript,negative
debug=false,25,JavaScript,negative
fat,20,C++,negative
panic,12,Python,negative
zap,18,C,negative
crushed,20,JavaScript,negative
hardened,29,JavaScript,negative
sink,15,Python,negative
blur,25,PHP,negative
attack,14,Ruby,negative
killed,29,Shell,negative
sin,23,C#,negative
chore(setup,17,JavaScript,negative
burning,17,JavaScript,negative
fix-bug,28,PHP,negative
troubles,11,PHP,negative
st:app,16,C,negative
trouble,13,C#,negative
hacks,17,Shell,negative
unimportant,11,C,negative
non-static,13,PHP,negative
rant,26,Ruby,negative
hack-fix,12,C,negative
obstacle,20,C#,negative
redundancy,28,JavaScript,negative
damn,48,Objective-C,negative
chatter,11,Ruby,negative
zapped,26,JavaScript,negative
cons,22,Java,negative
failing,21,Shell,negative
inconsistent,27,Java,negative
panic,16,PHP,negative
funky,23,Ruby,negative
limited,44,C#,negative
obstacle,28,Java,negative
art-libre-symbolic-stereotype/art-libre-stereotype.svg,52,Ruby,negative
chatter,20,Java,negative
wedge,15,C,negative
limitation,18,JavaScript,negative
squash-me,36,Java,negative
frustrating,13,JavaScript,negative
sneaky,11,C,negative
throttle,40,Java,negative
desperate,55,Ruby,negative
naughty,12,JavaScript,negative
